"Obs";"Data";"Dia da semana";"Sabor";"Valor";"Satis geral";"Sabor aval";"Rapidez aval";"Preço aval";"Comun aval"
"682";44401;"domingo";"Calabresa";25;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"683";44401;"domingo";"Muçarela";23;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"684";44401;"domingo";"Napolitana";28;"1-Excelente";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"685";44401;"domingo";"Portuguesa";40;"1-Excelente";"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"686";44401;"domingo";"Muçarela";23;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"687";44401;"domingo";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"688";44401;"domingo";"Calabresa";25;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente"
"689";44401;"domingo";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"690";44401;"domingo";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"691";44401;"domingo";"Napolitana";28;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável"
"692";44401;"domingo";"Muçarela";23;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"693";44401;"domingo";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"694";44401;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"695";44401;"domingo";"Portuguesa";40;"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"696";44401;"domingo";"Portuguesa";40;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"697";44401;"domingo";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"698";44401;"domingo";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"699";44401;"domingo";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"700";44401;"domingo";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"701";44401;"domingo";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"702";44401;"domingo";"Frango";31;"4-Insatisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"703";44401;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"704";44401;"domingo";"Atum";35;"2-Satisfeito";"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"705";44401;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"706";44401;"domingo";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"707";44401;"domingo";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"708";44401;"domingo";"Calabresa";25;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"709";44401;"domingo";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"710";44401;"domingo";"Palmito";27;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente"
"711";44401;"domingo";"Frango";31;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"712";44401;"domingo";"Quatro queijos";32;"3-Razoável";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"713";44401;"domingo";"Calabresa";25;"1-Excelente";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"714";44401;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"715";44401;"domingo";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"716";44401;"domingo";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"717";44401;"domingo";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente";"3-Razoável"
"718";44401;"domingo";"Quatro queijos";32;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"719";44401;"domingo";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"720";44401;"domingo";"Muçarela";23;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"721";44401;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"722";44401;"domingo";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"723";44401;"domingo";"Frango";31;"3-Razoável";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"3-Razoável"
"724";44401;"domingo";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"725";44401;"domingo";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"726";44401;"domingo";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"727";44401;"domingo";"Calabresa";25;"3-Razoável";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"728";44401;"domingo";"Muçarela";23;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"729";44401;"domingo";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"4-Insatisfeito"
"730";44401;"domingo";"Marguerita";29;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"731";44401;"domingo";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"732";44402;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"733";44402;"segunda-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"734";44402;"segunda-feira";"Atum";35;"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"735";44402;"segunda-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"736";44402;"segunda-feira";"Napolitana";28;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"737";44402;"segunda-feira";"Frango";31;"1-Excelente";"3-Razoável";"4-Insatisfeito";"3-Razoável";"1-Excelente"
"738";44402;"segunda-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"739";44402;"segunda-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"740";44402;"segunda-feira";"Calabresa";25;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"741";44402;"segunda-feira";"Muçarela";23;"2-Satisfeito";"1-Excelente";"2-Satisfeito";"1-Excelente";"2-Satisfeito"
"742";44402;"segunda-feira";"Marguerita";29;"1-Excelente";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"743";44402;"segunda-feira";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"744";44402;"segunda-feira";"Atum";35;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"745";44402;"segunda-feira";"Muçarela";23;"4-Insatisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"746";44402;"segunda-feira";"Muçarela";23;"1-Excelente";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"747";44402;"segunda-feira";"Quatro queijos";32;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"748";44402;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"749";44402;"segunda-feira";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"750";44402;"segunda-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"751";44402;"segunda-feira";"Palmito";27;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"752";44402;"segunda-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"753";44402;"segunda-feira";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"754";44402;"segunda-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"1-Excelente"
"755";44402;"segunda-feira";"Pepperone";30;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"756";44402;"segunda-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"757";44402;"segunda-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"758";44402;"segunda-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"759";44402;"segunda-feira";"Pepperone";30;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"760";44402;"segunda-feira";"Pepperone";30;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"761";44403;"terça-feira";"Calabresa";25;"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"762";44403;"terça-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"763";44403;"terça-feira";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável"
"764";44403;"terça-feira";"Portuguesa";40;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"765";44403;"terça-feira";"Calabresa";25;"1-Excelente";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"766";44403;"terça-feira";"Napolitana";28;"1-Excelente";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"767";44403;"terça-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"768";44403;"terça-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"3-Razoável"
"769";44403;"terça-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"1-Excelente"
"770";44403;"terça-feira";"Marguerita";29;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"771";44403;"terça-feira";"Portuguesa";40;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"772";44403;"terça-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"1-Excelente"
"773";44403;"terça-feira";"Pepperone";30;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"1-Excelente"
"774";44403;"terça-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"775";44403;"terça-feira";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito"
"776";44403;"terça-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"777";44403;"terça-feira";"Portuguesa";40;"4-Insatisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"1-Excelente"
"778";44403;"terça-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"779";44404;"quarta-feira";"Atum";35;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"780";44404;"quarta-feira";"Muçarela";23;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"781";44404;"quarta-feira";"Marguerita";29;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"782";44404;"quarta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"783";44404;"quarta-feira";"Pepperone";30;"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"784";44404;"quarta-feira";"Portuguesa";40;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"785";44404;"quarta-feira";"Quatro queijos";32;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"786";44404;"quarta-feira";"Frango";31;"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"787";44404;"quarta-feira";"Frango";31;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"788";44404;"quarta-feira";"Calabresa";25;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"789";44404;"quarta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável"
"790";44404;"quarta-feira";"Marguerita";29;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito"
"791";44404;"quarta-feira";"Muçarela";23;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"792";44404;"quarta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"793";44405;"quinta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"794";44405;"quinta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável"
"795";44405;"quinta-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"1-Excelente"
"796";44405;"quinta-feira";"Quatro queijos";32;"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"797";44405;"quinta-feira";"Calabresa";25;"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"798";44405;"quinta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"799";44405;"quinta-feira";"Calabresa";25;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"2-Satisfeito"
"800";44405;"quinta-feira";"Atum";35;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"801";44405;"quinta-feira";"Marguerita";29;"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito"
"802";44405;"quinta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"803";44405;"quinta-feira";"Atum";35;"4-Insatisfeito";"1-Excelente";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"804";44405;"quinta-feira";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"805";44405;"quinta-feira";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"806";44405;"quinta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"807";44405;"quinta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"808";44405;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"3-Razoável";"4-Insatisfeito";"2-Satisfeito"
"809";44405;"quinta-feira";"Palmito";27;"2-Satisfeito";"2-Satisfeito";"1-Excelente";"3-Razoável";"1-Excelente"
"810";44405;"quinta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"811";44405;"quinta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"812";44405;"quinta-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"813";44405;"quinta-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"814";44405;"quinta-feira";"Marguerita";29;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"815";44405;"quinta-feira";"Muçarela";23;"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"816";44405;"quinta-feira";"Pepperone";30;"4-Insatisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"817";44405;"quinta-feira";"Napolitana";28;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"818";44405;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"819";44405;"quinta-feira";"Muçarela";23;"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"820";44405;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"821";44405;"quinta-feira";"Portuguesa";40;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"822";44405;"quinta-feira";"Calabresa";25;"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"823";44405;"quinta-feira";"Napolitana";28;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"824";44405;"quinta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"825";44405;"quinta-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"826";44406;"sexta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"827";44406;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável"
"828";44406;"sexta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"829";44406;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"830";44406;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"1-Excelente"
"831";44406;"sexta-feira";"Palmito";27;"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"832";44406;"sexta-feira";"Calabresa";25;"2-Satisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"833";44406;"sexta-feira";"Marguerita";29;"3-Razoável";"4-Insatisfeito";"1-Excelente";"3-Razoável";"2-Satisfeito"
"834";44406;"sexta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"835";44406;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"836";44406;"sexta-feira";"Frango";31;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"837";44406;"sexta-feira";"Calabresa";25;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"838";44406;"sexta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"839";44406;"sexta-feira";"Calabresa";25;"4-Insatisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"840";44406;"sexta-feira";"Pepperone";30;"1-Excelente";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"4-Insatisfeito"
"841";44406;"sexta-feira";"Frango";31;"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"842";44406;"sexta-feira";"Marguerita";29;"3-Razoável";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"843";44406;"sexta-feira";"Pepperone";30;"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"844";44406;"sexta-feira";"Calabresa";25;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"845";44406;"sexta-feira";"Napolitana";28;"1-Excelente";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"846";44406;"sexta-feira";"Muçarela";23;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"847";44406;"sexta-feira";"Marguerita";29;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"2-Satisfeito"
"848";44406;"sexta-feira";"Frango";31;"4-Insatisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"1-Excelente"
"849";44406;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"850";44406;"sexta-feira";"Pepperone";30;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito"
"851";44406;"sexta-feira";"Frango";31;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"852";44406;"sexta-feira";"Calabresa";25;"1-Excelente";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"853";44406;"sexta-feira";"Quatro queijos";32;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"854";44406;"sexta-feira";"Atum";35;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"855";44406;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"1-Excelente"
"856";44406;"sexta-feira";"Atum";35;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"857";44406;"sexta-feira";"Portuguesa";40;"3-Razoável";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"858";44406;"sexta-feira";"Frango";31;"1-Excelente";"2-Satisfeito";"3-Razoável";"2-Satisfeito";"4-Insatisfeito"
"859";44406;"sexta-feira";"Frango";31;"4-Insatisfeito";"2-Satisfeito";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"860";44406;"sexta-feira";"Marguerita";29;"3-Razoável";"3-Razoável";"2-Satisfeito";"3-Razoável";"2-Satisfeito"
"861";44406;"sexta-feira";"Portuguesa";40;"2-Satisfeito";"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável"
"862";44406;"sexta-feira";"Muçarela";23;"1-Excelente";"3-Razoável";"3-Razoável";"3-Razoável";"2-Satisfeito"
"863";44406;"sexta-feira";"Muçarela";23;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
"864";44406;"sexta-feira";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"4-Insatisfeito";"2-Satisfeito";"2-Satisfeito"
"865";44406;"sexta-feira";"Atum";35;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável"
"866";44406;"sexta-feira";"Calabresa";25;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito"
"867";44406;"sexta-feira";"Napolitana";28;"2-Satisfeito";"2-Satisfeito";"3-Razoável";"3-Razoável";"3-Razoável"
"868";44406;"sexta-feira";"Frango";31;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"1-Excelente"
"869";44406;"sexta-feira";"Quatro queijos";32;"2-Satisfeito";"3-Razoável";"2-Satisfeito";"2-Satisfeito";"2-Satisfeito"
"870";44406;"sexta-feira";"Atum";35;"2-Satisfeito";"2-Satisfeito";"4-Insatisfeito";"3-Razoável";"3-Razoável"
"871";44406;"sexta-feira";"Marguerita";29;"3-Razoável";"2-Satisfeito";"3-Razoável";"3-Razoável";"2-Satisfeito"
